ds,y
05/11/2021,4934.53
05/11/2021,794.99
05/11/2021,844.78
05/11/2021,473.79
05/11/2021,465.52
05/11/2021,439.42
05/11/2021,2480.68
05/11/2021,708.79
05/11/2021,1293.07
05/11/2021,1102.18
05/11/2021,4110.04
05/11/2021,510.03
05/11/2021,511.95
05/14/2021,963.38
05/14/2021,1887.58
05/14/2021,1767.58
05/14/2021,888.01
05/14/2021,1501.64
05/24/2021,1400.00
05/24/2021,1712.71
05/24/2021,10718.75
05/24/2021,689.13
05/24/2021,5960.00
05/24/2021,40500.71
05/24/2021,3411.51
05/24/2021,1222.84
05/24/2021,650.65
05/24/2021,1458.31
05/24/2021,260.00
05/24/2021,303.77
05/24/2021,1669.99
05/24/2021,824.83
05/24/2021,2160.00
05/24/2021,4502.60
05/25/2021,797.97
05/26/2021,2051.21
05/26/2021,24694.64
05/26/2021,4079.28
05/27/2021,608.79
05/27/2021,423.79
05/27/2021,535.38
05/27/2021,423.79
05/27/2021,10599.08
05/27/2021,1153.69
05/27/2021,508.79
05/27/2021,1315.80
05/28/2021,1212.50
05/28/2021,3172.92
05/28/2021,2226.11
06/01/2021,4800.00
06/01/2021,1308.62
06/01/2021,1173.75
06/01/2021,1741.43
06/02/2021,5490.00
06/03/2021,2480.00
06/03/2021,4792.84
06/03/2021,6480.44
06/03/2021,6893.67
06/03/2021,24172.49
06/03/2021,2631.00
06/03/2021,9850.00
06/03/2021,3320.24
06/03/2021,1213.83
06/07/2021,523.49
06/07/2021,1592.20
06/07/2021,317.51
06/07/2021,1562.20
06/07/2021,599.33
06/07/2021,1740.08
06/07/2021,1727.59
06/10/2021,311.64
06/10/2021,557.93
06/10/2021,2130.61
06/10/2021,1162.79
06/10/2021,8941.57
06/10/2021,2480.00
06/16/2021,409.05
06/16/2021,354.38
06/16/2021,55.00
06/30/2021,1400.00
06/30/2021,4817.16
06/30/2021,2380.00
06/30/2021,12585.00
06/30/2021,6189.77
06/30/2021,395.91
06/30/2021,482.99
06/30/2021,211.34
06/30/2021,1472.72
06/30/2021,6432.91
06/30/2021,1557.45
06/30/2021,6500.00
06/30/2021,999.11
06/30/2021,24168.42
06/30/2021,27995.71
06/30/2021,2020.08
06/30/2021,681.69
06/30/2021,6500.00
06/30/2021,6500.00
06/30/2021,875.35
06/30/2021,3246.26
06/30/2021,21254.44
06/30/2021,2020.08
06/30/2021,378.14
06/30/2021,21526.05
06/30/2021,2299.34
06/30/2021,515.51
06/30/2021,3320.12
06/30/2021,1087.53
06/30/2021,4040.16
06/30/2021,5028.37
06/30/2021,1215.09
06/30/2021,398.61
06/30/2021,19242.16
06/30/2021,1629.12
06/30/2021,1985.00
06/30/2021,3110.63
06/30/2021,6709.63
06/30/2021,190.52
06/30/2021,3463.32
06/30/2021,552.69
06/30/2021,1800.00
07/01/2021,901.63
07/01/2021,458.79
07/01/2021,698.78
07/01/2021,11315.52
07/01/2021,795.07
07/01/2021,1685.00
07/01/2021,1608.27
07/01/2021,690.00
07/01/2021,1200.00
07/01/2021,4213.96
07/01/2021,2270.06
07/01/2021,204.25
07/01/2021,6170.00
07/06/2021,1707.20
07/16/2021,828.49
07/24/2021,536.57
07/24/2021,749.89
07/24/2021,454.95
07/24/2021,489.73
07/24/2021,2007.20
07/24/2021,413.92
07/24/2021,547.27
07/24/2021,696.27
07/24/2021,2395.08
07/24/2021,877.13
07/24/2021,446.01
07/24/2021,584.99
07/24/2021,6400.00
07/24/2021,6493.06
07/24/2021,22388.77
07/24/2021,862.75
07/24/2021,585.10
07/24/2021,478.92
07/24/2021,5535.36
07/24/2021,1438.88
07/24/2021,984.31
07/24/2021,638.85
07/24/2021,448.19
07/24/2021,2157.53
07/24/2021,5000.00
07/24/2021,837.93
07/24/2021,1840.00
07/24/2021,825.88
07/24/2021,3220.00
07/24/2021,872.78
07/29/2021,45344.00
07/29/2021,4920.00
07/29/2021,626.83
07/29/2021,465.33
07/29/2021,7012.98
07/29/2021,1436.68
07/29/2021,449.25
07/29/2021,653.03
07/29/2021,3150.16
07/29/2021,5460.56
07/29/2021,4169.00
07/29/2021,9871.72
07/29/2021,1271.87
07/29/2021,3151.89
07/29/2021,590.00
08/04/2021,2480.00
08/04/2021,2650.00
08/04/2021,5590.36
08/04/2021,1102.19
08/04/2021,14656.04
08/04/2021,6122.00
08/04/2021,544.90
08/04/2021,654.08
08/04/2021,476.47
08/04/2021,1196.50
08/04/2021,810.75
08/04/2021,584.81
08/04/2021,1044.29
08/04/2021,4537.31
08/04/2021,822.45
08/04/2021,530.80
08/04/2021,207.63
08/04/2021,539.97
08/04/2021,483.99
08/05/2021,11357.60
08/12/2021,1940.00
08/12/2021,3130.00
08/12/2021,1069.69
08/12/2021,426.43
08/12/2021,749.17
08/12/2021,694.33
08/12/2021,4671.19
08/12/2021,514.21
08/12/2021,11109.60
08/12/2021,562.36
08/12/2021,481.23
08/12/2021,950.69
08/12/2021,3028.42
08/12/2021,5573.60
08/12/2021,135.00
08/16/2021,3480.69
08/16/2021,851.04
08/16/2021,3289.50
08/24/2021,1240.00
08/24/2021,3840.00
08/24/2021,6400.00
08/24/2021,1565.00
08/24/2021,6145.36
08/24/2021,1520.54
08/24/2021,3731.42
08/24/2021,23234.73
08/24/2021,2720.00
08/24/2021,15787.88
08/24/2021,167.72
08/25/2021,2260.00
08/25/2021,1201.65
08/25/2021,3039.43
08/25/2021,2185.88
08/25/2021,847.44
08/25/2021,1907.73
08/25/2021,910.03
08/25/2021,2634.83
08/25/2021,4871.52
08/25/2021,2823.62
08/25/2021,2260.00
08/30/2021,2260.00
08/30/2021,418.95
08/30/2021,4060.00
08/30/2021,1420.12
08/30/2021,483.95
08/30/2021,18425.45
08/30/2021,601.96
08/30/2021,2356.30
08/30/2021,1165.04
08/30/2021,2950.08
08/30/2021,12010.00
09/01/2021,4252.50
09/01/2021,2302.11
09/01/2021,6484.10
09/01/2021,2084.79
09/01/2021,1043.54
09/01/2021,515.53
09/01/2021,9770.30
09/01/2021,286.22
09/01/2021,393.95
09/01/2021,6500.00
09/01/2021,794.77
09/01/2021,2780.00
09/01/2021,11680.00
09/09/2021,1680.00
09/09/2021,7822.19
09/09/2021,649.73
09/09/2021,1557.09
09/09/2021,7761.02
09/09/2021,2910.24
09/09/2021,2480.00
09/09/2021,1077.86
09/13/2021,1920.00
09/15/2021,4240.00
09/15/2021,2880.00
09/15/2021,2040.00
09/15/2021,2313.91
09/15/2021,955.83
09/15/2021,586.87
09/15/2021,29704.53
09/15/2021,821.74
09/15/2021,2891.86
09/15/2021,3574.29
09/15/2021,2005.99
09/15/2021,373.95
09/15/2021,2120.00
09/15/2021,888.17
09/15/2021,8695.84
09/15/2021,1947.88
09/16/2021,5000.00
09/16/2021,893.20
09/16/2021,365.50
09/16/2021,8280.00
09/16/2021,8280.00
09/20/2021,2400.00
09/29/2021,418.95
09/29/2021,719.46
09/29/2021,239.63
09/29/2021,1711.53
09/29/2021,228.19
09/29/2021,348.95
09/29/2021,970.08
09/29/2021,1100.12
09/29/2021,2145.20
09/29/2021,0.00
09/29/2021,5834.19
09/29/2021,660.65
09/29/2021,588.89
09/29/2021,4880.40
09/29/2021,1380.16
09/29/2021,2795.79
09/29/2021,509.85
09/29/2021,1950.48
09/29/2021,3065.16
09/30/2021,1000.08
10/04/2021,2400.00
10/04/2021,945.08
10/04/2021,5794.95
10/04/2021,6637.51
10/04/2021,499.75
10/04/2021,2365.99
10/04/2021,5060.00
10/04/2021,7185.00
10/04/2021,3325.00
10/04/2021,11617.29
10/06/2021,2400.00
10/06/2021,776.37
10/06/2021,431.53
10/06/2021,2870.00
10/06/2021,2143.23
10/06/2021,2096.89
10/06/2021,6480.44
10/06/2021,880.13
10/06/2021,9330.00
10/06/2021,2175.69
10/06/2021,3140.00
10/06/2021,1686.60
10/06/2021,1763.34
10/06/2021,2258.87
10/06/2021,3350.00
10/06/2021,604.95
10/06/2021,2420.12
10/06/2021,1812.09
10/06/2021,8925.00
10/06/2021,726.77
10/06/2021,2480.00
10/06/2021,2720.00
10/06/2021,390.00
10/06/2021,390.00
10/06/2021,390.00
10/06/2021,72.76
10/06/2021,390.00
10/06/2021,11040.00
10/13/2021,1940.00
10/13/2021,1200.00
10/13/2021,611.39
10/13/2021,1012.84
10/13/2021,587.56
10/13/2021,7959.60
10/13/2021,455.04
10/13/2021,2400.00
10/13/2021,1294.19
10/13/2021,2625.16
10/13/2021,5100.00
10/13/2021,1948.00
10/13/2021,390.00
10/13/2021,38301.00
10/14/2021,655.06
10/14/2021,726.77
10/20/2021,1940.00
10/20/2021,7690.00
10/20/2021,1175.12
10/20/2021,2175.69
10/20/2021,9785.40
10/20/2021,2368.60
10/20/2021,1324.16
10/20/2021,730.08
10/20/2021,471.13
10/20/2021,3547.42
10/20/2021,6530.98
10/20/2021,950.00
10/20/2021,1940.00
10/20/2021,1940.00
10/20/2021,390.00
10/20/2021,900.00
10/25/2021,716.58
10/25/2021,4077.27
10/25/2021,1711.53
10/25/2021,13539.99
10/27/2021,2480.00
10/27/2021,1200.00
10/27/2021,9298.64
10/27/2021,1600.32
10/27/2021,1052.91
10/27/2021,3254.91
10/27/2021,2173.42
10/27/2021,390.00
10/28/2021,2080.00
10/29/2021,2480.00
10/29/2021,204.80
10/29/2021,474.43
10/29/2021,954.16
10/29/2021,970.08
10/29/2021,1888.26
11/15/2021,2480.00
11/15/2021,0.00
11/15/2021,2480.00
11/15/2021,4980.00
11/15/2021,3256.50
11/15/2021,1680.00
11/15/2021,3560.00
11/15/2021,3425.16
11/15/2021,31157.64
11/15/2021,1218.21
11/15/2021,1642.39
11/15/2021,1415.12
11/15/2021,6998.68
11/15/2021,2673.04
11/15/2021,1012.40
11/15/2021,4774.61
11/15/2021,74029.47
11/15/2021,758.31
11/15/2021,0.00
11/15/2021,3785.00
11/15/2021,7026.40
11/15/2021,2780.12
11/15/2021,974.32
11/15/2021,1195.53
11/15/2021,2480.00
11/15/2021,390.00
11/15/2021,390.00
11/15/2021,4561.93
11/16/2021,1103.61
11/22/2021,1600.00
11/23/2021,960.00
11/23/2021,1200.00
11/23/2021,448.02
11/23/2021,215.08
11/23/2021,1962.60
11/23/2021,1155.57
11/23/2021,555.01
11/23/2021,641.22
11/23/2021,560.15
11/23/2021,1306.11
11/23/2021,501.20
11/23/2021,3054.87
11/23/2021,2480.00
11/23/2021,390.00
11/23/2021,12800.00
11/23/2021,3817.23
11/30/2021,525.20
11/30/2021,157.27
11/30/2021,489.35
11/30/2021,1682.58
11/30/2021,707.30
11/30/2021,17939.85
11/30/2021,573.64
11/30/2021,4800.00
11/30/2021,2096.89
11/30/2021,655.58
11/30/2021,1789.86
11/30/2021,460.00
11/30/2021,1023.07
11/30/2021,1023.07
11/30/2021,390.00
11/30/2021,8520.00
12/06/2021,1200.00
12/06/2021,0.00
12/06/2021,6050.48
12/06/2021,1710.34
12/06/2021,2398.56
12/06/2021,2105.85
12/06/2021,414.66
12/06/2021,390.00
12/10/2021,720.00
12/10/2021,1440.00
12/10/2021,1680.00
12/10/2021,1200.00
12/10/2021,3205.36
12/10/2021,2423.40
12/10/2021,598.54
12/10/2021,2980.24
12/10/2021,6170.32
12/10/2021,21810.60
12/10/2021,2463.63
12/10/2021,1504.44
12/10/2021,720.56
12/10/2021,58389.84
12/10/2021,6485.52
12/10/2021,443.88
12/10/2021,1600.00
12/10/2021,4990.00
12/10/2021,390.00
12/17/2021,390.00
12/21/2021,2480.00
12/27/2021,466.25
12/31/2021,6300.00
1/1/2022,9942.12
1/3/2022,2096.89
1/3/2022,846.37
1/3/2022,390.00
1/3/2022,657.65
1/3/2022,1915.09
1/3/2022,1625.40
1/3/2022,506.05
1/3/2022,2411.67
1/3/2022,916.81
1/3/2022,6360.00
1/3/2022,3245.28
1/3/2022,441.92
1/3/2022,783.05
1/3/2022,720.00
1/3/2022,1632.01
1/3/2022,583.92
1/3/2022,1940.00
1/3/2022,7067.52
1/3/2022,2738.87
1/3/2022,4455.64
1/3/2022,390.00
1/3/2022,5315.60
1/3/2022,3720.00
1/3/2022,2480.00
1/3/2022,1447.09
1/3/2022,508.48
1/3/2022,4900.00
1/3/2022,1670.07
1/3/2022,12936.08
1/3/2022,900.00
1/3/2022,1883.49
1/3/2022,463.28
1/3/2022,494.49
1/3/2022,10347.92
1/3/2022,1406.03
1/3/2022,573.18
1/3/2022,422.08
1/3/2022,5730.00
1/3/2022,8250.06
1/3/2022,4946.86
1/4/2022,190.52
1/4/2022,1160.70
1/4/2022,1984.00
1/4/2022,721.39
1/4/2022,550.15
1/4/2022,2480.00
1/4/2022,3133.10
1/4/2022,489.52
1/4/2022,551.85
1/5/2022,390.00
1/5/2022,157.50
1/5/2022,6500.00
1/5/2022,10685.41
1/5/2022,167.20
1/5/2022,5400.60
1/5/2022,720.00
1/6/2022,1086.17
1/6/2022,2480.00
1/6/2022,17029.06
1/7/2022,7010.00
1/10/2022,1940.00
1/12/2022,12000.00
1/12/2022,477.93
1/12/2022,8038.80
1/12/2022,504.77
1/12/2022,1234.40
1/12/2022,801.18
1/12/2022,751.15
1/19/2022,8700.80
1/19/2022,1875.00
1/19/2022,14989.93
1/19/2022,18126.72
1/19/2022,2720.00
1/19/2022,1200.00
1/19/2022,6588.44
1/19/2022,2960.00
1/19/2022,2196.10
1/19/2022,0.00
1/19/2022,9489.39
1/19/2022,15038.42
1/21/2022,2645.00
1/25/2022,8015.00
1/25/2022,6364.05
1/25/2022,2344.10
1/25/2022,18652.20
1/25/2022,1037.26
1/25/2022,29244.20
1/25/2022,2515.00
2/1/2022,2015.20
2/1/2022,5160.00
2/1/2022,1600.00
2/1/2022,656.99
2/1/2022,4960.00
2/1/2022,765.06
2/1/2022,2563.64
2/1/2022,2441.08
2/1/2022,10300.00
2/2/2022,1373.32
2/2/2022,0.00
2/2/2022,270.00
2/2/2022,765.06
2/10/2022,5365.48
2/10/2022,2393.20
2/10/2022,35980.00
2/10/2022,1225.82
2/10/2022,9920.00
2/10/2022,207.96
2/10/2022,1826.82
2/10/2022,29800.00
2/10/2022,27596.71
2/10/2022,665.20
2/10/2022,702.81
2/10/2022,535.56
2/10/2022,24481.92
2/10/2022,3795.00
2/10/2022,209.49
2/10/2022,8410.00
2/10/2022,2224.40
2/10/2022,3830.36
2/10/2022,1409.16
2/10/2022,1149.16
2/10/2022,55830.06
2/17/2022,24043.44
2/17/2022,4260.36
2/17/2022,1305.46
2/17/2022,18884.81
2/17/2022,2628.00
2/17/2022,2260.00
2/23/2022,663.63
2/23/2022,2260.00
2/23/2022,633.03
2/23/2022,2980.50
2/23/2022,7534.75
2/23/2022,2221.46
2/23/2022,707.62
2/23/2022,947.10
2/23/2022,2436.71
2/23/2022,6778.00
2/23/2022,723.40
2/23/2022,24267.01
2/23/2022,1800.00
2/25/2022,11490.00
2/25/2022,4272.23
2/25/2022,3830.24
2/25/2022,7878.00
2/25/2022,1776.46
2/25/2022,21191.05
2/25/2022,10631.44
2/25/2022,27755.66
2/25/2022,3873.50
2/25/2022,59143.70
2/25/2022,2840.24
3/5/2022,23368.98
3/5/2022,6000.00
3/5/2022,43080.22
3/5/2022,2264.88
3/5/2022,0.00
3/5/2022,2480.00
3/5/2022,1264.65
3/5/2022,3751.12
3/5/2022,673.04
3/5/2022,7960.00
3/5/2022,14019.19
3/9/2022,2096.26
3/9/2022,7100.10
3/9/2022,5256.00
3/9/2022,1343.24
3/9/2022,134.56
3/9/2022,3184.65
3/9/2022,652.81
3/9/2022,621.99
3/9/2022,2480.00
3/9/2022,785.00
3/9/2022,1940.00
3/10/2022,2499.11
3/15/2022,47636.14
3/15/2022,855.00
3/15/2022,235.36
3/15/2022,1264.66
3/15/2022,31380.98
3/15/2022,708.17
3/15/2022,1940.00
3/15/2022,17586.81
3/15/2022,904.04
3/15/2022,767.78
3/15/2022,162.25
3/15/2022,1823.00
3/15/2022,748.57
3/15/2022,4645.00
3/15/2022,1093.04
3/21/2022,4450.44
3/21/2022,2070.20
3/21/2022,6171.00
3/21/2022,5561.22
3/21/2022,851.74
3/21/2022,837.80
3/21/2022,2480.00
3/21/2022,1940.00
3/21/2022,11305.54
3/21/2022,1940.00
3/21/2022,6840.13
3/22/2022,58941.30
3/25/2022,4380.00
3/25/2022,1889.98
3/25/2022,1947.16
3/25/2022,703.57
3/25/2022,1767.37
3/25/2022,867.82
3/25/2022,1632.12
3/25/2022,2730.24
3/25/2022,1412.48
3/25/2022,4956.17
3/25/2022,1940.00
3/25/2022,629.23
4/15/2022,813.73
4/19/2022,7023.74
4/19/2022,3249.98
4/19/2022,688.44
4/19/2022,2480.00
4/19/2022,16998.81
4/19/2022,6550.60
4/19/2022,6213.50
4/19/2022,659.98
4/19/2022,1159.96
4/19/2022,1454.66
4/19/2022,1310.12
4/19/2022,1625.16
4/19/2022,5308.96
4/19/2022,11411.65
4/19/2022,1586.61
4/19/2022,6970.00
4/19/2022,2860.00
4/19/2022,475.48
4/19/2022,934.82
4/19/2022,0.00
4/19/2022,604.74
4/19/2022,604.74
4/19/2022,534.74
4/19/2022,160.75
4/19/2022,821.64
4/19/2022,18770.46
4/19/2022,2558.82
4/19/2022,1104.98
4/19/2022,3430.16
4/19/2022,6378.70
4/19/2022,3850.28
4/19/2022,5829.10
4/19/2022,997.30
4/19/2022,2810.00
4/19/2022,4195.00
4/19/2022,3710.00
4/19/2022,16000.00
4/19/2022,1940.00
4/19/2022,2680.00
4/19/2022,6481.00
4/20/2022,3157.29
4/28/2022,797.24
4/28/2022,614.74
4/28/2022,0.00
4/28/2022,2480.00
4/28/2022,1249.04
4/28/2022,2277.00
4/28/2022,17525.00
4/28/2022,1738.84
4/28/2022,2480.00
4/28/2022,2605.79
4/28/2022,12746.48
4/28/2022,2784.64
4/28/2022,2296.64
4/28/2022,3280.00
4/28/2022,804.66
4/28/2022,1462.62
4/28/2022,4960.00
4/28/2022,2573.32
4/28/2022,15502.83
4/28/2022,666.76
4/28/2022,982.04
4/28/2022,1044.90
4/28/2022,1905.00
4/28/2022,658.38
4/28/2022,23410.00
4/28/2022,1310.12
4/29/2022,1662.62
4/29/2022,759.87
4/29/2022,4195.00
4/29/2022,1940.00
4/29/2022,67808.90
4/29/2022,1355.74
5/3/2022,16850.00
5/3/2022,9981.00
5/3/2022,564.38
5/3/2022,4875.34
5/6/2022,2480.00
5/6/2022,5540.00
5/6/2022,2568.32
5/17/2022,2480.00
5/18/2022,911.78
5/18/2022,2749.88
5/18/2022,7440.00
5/18/2022,713.50
5/18/2022,6753.75
5/18/2022,2314.58
5/18/2022,3630.00
5/18/2022,1755.00
5/18/2022,742.40
5/18/2022,2785.24
5/18/2022,3060.71
5/18/2022,4450.00
5/18/2022,1940.00
5/18/2022,628.50
5/18/2022,4865.42
5/18/2022,1422.16
5/18/2022,8000.00
5/18/2022,829.86
5/18/2022,222863.49
5/18/2022,9090.40
5/20/2022,10830.56
5/20/2022,1940.00
5/27/2022,1592.52
5/27/2022,180.20
5/27/2022,1973.60
5/27/2022,965.24
5/27/2022,1255.19
5/27/2022,4985.44
5/27/2022,8650.00
5/27/2022,3780.00
5/27/2022,7512.00
5/27/2022,785.14
5/27/2022,2335.67
5/27/2022,3821.28
5/27/2022,1944.57
5/27/2022,1429.99
5/27/2022,764.88
5/27/2022,667.97
5/27/2022,6500.00
5/27/2022,3200.00
5/27/2022,10700.23
5/27/2022,7720.00
6/2/2022,1940.00
6/13/2022,1940.00
6/13/2022,28148.00
6/13/2022,7500.00
6/13/2022,1815.00
6/13/2022,5627.80
6/13/2022,1185.48
6/13/2022,289.14
6/16/2022,1940.00
6/16/2022,4960.00
6/16/2022,1254.16
6/16/2022,7601.81
6/16/2022,325.49
6/16/2022,68416.29
6/16/2022,1476.96
6/16/2022,1324.17
6/29/2022,2480.00
6/29/2022,2480.00
6/29/2022,6500.00
6/29/2022,1277.11
6/29/2022,6500.00
6/29/2022,667.08
6/29/2022,633.58
6/29/2022,2423.88
6/29/2022,2423.07
6/29/2022,176.38
6/29/2022,4345.65
6/29/2022,1080.00
6/29/2022,9600.00
6/29/2022,3220.00
6/29/2022,760.00
6/29/2022,2640.00
6/29/2022,742.00
6/29/2022,2649.24
6/29/2022,2666.96
6/29/2022,1860.00
7/7/2022,4980.00
7/7/2022,961.16
7/7/2022,724.93
7/7/2022,1925.20
7/7/2022,1230.02
7/7/2022,1830.00
7/7/2022,12985.00
7/7/2022,549.00
7/7/2022,2696.80
7/7/2022,1110.00
7/7/2022,152.17
7/12/2022,2830.00
7/12/2022,2480.00
7/12/2022,5125.00
7/12/2022,0.00
7/12/2022,2086.09
7/12/2022,3400.00
7/12/2022,1980.00
7/12/2022,3000.00
7/12/2022,3880.00
7/13/2022,89.88
7/13/2022,9130.16
7/13/2022,685.62
7/13/2022,2172.66
7/13/2022,5061.50
7/13/2022,998.34
7/13/2022,78.00
7/14/2022,2950.00
7/14/2022,1209.55
7/14/2022,1932.19
7/14/2022,8000.55
7/15/2022,3011.38
7/18/2022,1925.98
7/25/2022,2190.08
7/25/2022,4517.32
7/25/2022,2726.00
7/25/2022,1700.00
7/25/2022,1644.98
7/25/2022,4530.00
7/27/2022,11037.51
7/27/2022,1240.00
7/27/2022,2277.19
7/28/2022,5826.00
7/28/2022,5360.00
7/28/2022,600.00
8/4/2022,6034.52
8/5/2022,7665.68
8/5/2022,4428.00
8/5/2022,22722.30
8/5/2022,4550.00
8/5/2022,2524.70
8/5/2022,397.94
8/8/2022,497.19
8/8/2022,613.35
8/8/2022,1620.80
8/8/2022,920.68
8/8/2022,2440.00
8/11/2022,12585.00
8/11/2022,1296.82
8/11/2022,1351.70
8/11/2022,1940.00
8/11/2022,2647.15
8/11/2022,1899.89
8/11/2022,2383.96
8/11/2022,3495.00
8/11/2022,9870.00
8/11/2022,2480.00
8/11/2022,33948.00
8/11/2022,720.61
8/11/2022,4960.00
8/11/2022,797.13
8/11/2022,2129.00
8/16/2022,87.00
8/16/2022,24762.61
8/16/2022,1589.79
8/16/2022,1886.50
8/16/2022,5678.00
8/16/2022,5360.00
8/16/2022,277.14
8/16/2022,1089.85
8/16/2022,674.50
8/16/2022,797.23
8/17/2022,1240.52
8/17/2022,2485.48
8/17/2022,54240.55
8/17/2022,1680.08
8/17/2022,11164.64
8/17/2022,2830.00
8/17/2022,62545.13
8/19/2022,1240.00
8/19/2022,0.00
8/19/2022,3796.64
8/19/2022,0.00
8/19/2022,575.44
8/19/2022,1240.00
8/20/2022,1323.58
8/26/2022,3840.00
9/1/2022,2480.00
9/1/2022,0.00
9/1/2022,3500.00
9/7/2022,3460.00
9/8/2022,1849.12
9/8/2022,330.24
9/8/2022,2084.41
9/8/2022,1349.95
9/8/2022,1815.13
9/8/2022,3780.00
9/8/2022,4956.00
9/8/2022,1485.10
9/8/2022,4327.40
9/8/2022,2141.70
9/8/2022,58796.00
9/8/2022,12531.18
9/8/2022,2187.15
9/13/2022,1668.10
9/13/2022,1270.00
9/13/2022,1570.00
9/13/2022,3764.95
9/13/2022,940.50
9/13/2022,217.63
9/13/2022,1394.50
9/13/2022,3500.00
9/21/2022,2612.20
9/28/2022,1782.49
9/28/2022,1751.41
9/28/2022,2142.11
9/28/2022,910.24
9/28/2022,288.86
9/28/2022,1459.00
9/28/2022,2650.00
9/28/2022,900.43
9/28/2022,728.50
9/28/2022,4367.40
9/28/2022,1955.00
9/28/2022,1160.00
9/28/2022,9220.00
9/28/2022,27412.20
9/28/2022,2480.00
9/28/2022,1089.85
9/28/2022,2172.49
9/28/2022,1530.72
9/28/2022,1581.64
9/28/2022,956.68
9/28/2022,1653.76
9/28/2022,3045.80
9/30/2022,790.39
9/30/2022,6939.60
9/30/2022,4415.66
9/30/2022,4270.00
9/30/2022,1649.00
9/30/2022,9700.00
9/30/2022,1340.50
10/7/2022,15000.00
10/7/2022,1855.30
10/7/2022,3720.00
10/19/2022,2053.30
10/19/2022,1824.00
10/19/2022,5287.00
10/19/2022,1630.16
10/19/2022,6754.00
10/20/2022,888.99
10/20/2022,620.50
10/20/2022,716.50
10/20/2022,4536.00
10/20/2022,5731.60
10/20/2022,2600.00
10/20/2022,888.67
10/20/2022,127.29
10/20/2022,1418.50
10/20/2022,923.80
10/26/2022,674.50
10/26/2022,18296.00
10/26/2022,0.00
10/26/2022,6500.00
10/26/2022,2083.00
10/26/2022,125.87
10/26/2022,620.50
10/26/2022,310.00
10/26/2022,13767.93
10/26/2022,2830.12
10/26/2022,4253.10
10/26/2022,959.95
10/26/2022,310.00
10/26/2022,29692.00
10/26/2022,14590.00
10/26/2022,1431.70
11/4/2022,200.00
11/4/2022,4960.00
11/4/2022,1960.00
11/4/2022,2680.00
11/4/2022,1840.00
11/4/2022,857.00
11/4/2022,777.10
11/4/2022,1429.21
11/4/2022,956.68
11/4/2022,6009.78
11/4/2022,9555.00
11/4/2022,60.10
11/4/2022,1340.00
11/4/2022,23638.50
11/16/2022,733.36
11/16/2022,0.00
11/16/2022,9040.00
11/16/2022,1653.67
11/16/2022,5650.53
11/16/2022,21570.00
11/16/2022,1200.42
11/16/2022,3095.00
11/16/2022,204.00
11/16/2022,3123.90
11/16/2022,1510.00
11/16/2022,20300.00
11/16/2022,919.95
11/16/2022,1908.95
11/16/2022,1069.60
11/16/2022,2802.10
11/16/2022,1184.54
11/16/2022,4811.69
11/16/2022,2031.70
11/16/2022,1180.00
11/16/2022,1787.62
11/16/2022,4704.00
12/2/2022,9518.67
12/2/2022,1745.67
12/2/2022,4960.00
12/2/2022,5040.00
12/2/2022,683.74
12/2/2022,225.00
12/2/2022,633.73
12/2/2022,789.90
12/2/2022,5542.16
12/2/2022,620.00
12/2/2022,837.18
12/2/2022,95.70
12/2/2022,9062.50
12/2/2022,2600.00
12/2/2022,2626.50
12/2/2022,2560.00
12/2/2022,1398.00
12/2/2022,4170.00
